,Sentence,test
31441,기아의 가을야구... 1일 천하... ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
31442,W의 이종석은 대상받을만 했음... 강철이 받은거지,행복
31443,이뿌당 이뽀,행복
31444,와 대박 ㅋㅋㅋㅋ 특검 제대로 일한다,행복
31445,김감독님 힘내세요!댓글찌질이들 무시하시고요!,행복
31446,올해 대상은 송중기냐 이민호냐?,행복
31447,기래 남조선동무들 잘하고 있으메!,행복
31448,결승 기대된다,행복
31449,축하합니다. !!!,행복
31450,현빈씨~~공조보러갑니다~연애도영화도최고로대박나세요~~♡....,행복
31451,is의 씨가 마르는 일이 얼마남지 않았네...,행복
31452,부산행 꼭 보러 가야지요 ㅋㅋ,행복
31453,지상렬 조음 ㅋㅋㅋㅋㅋ,행복
31454,강준이애들한테잘하구ㅎㅎ아이들좋아하는거같아ㅜㅜ잘생겼어♡,행복
31455,포터수동으로 08년도에 만점맞고땃음,행복
31456,나pd까지 yg에서 데려갈 기셐ㅋㅋㅋㅋ,행복
31457,연기로 봤을때 따라올자가 없었다 ... 수상축하해요 ~,행복
31458,한효주 넘 예쁘고 연기도 짱 대박!!!,행복
31459,꼬부기랑 용찬이 하루뛰고 우승 ㅋㅋㅋ,행복
31460,국민들 승리^^,행복
31461,이건 정말 대단하네요. 깜짝 놀랐습니다.^^,행복
31462,질투의 화신이 너무 개꿀이다 ㅠㅠ,행복
31463,이준기ㅠㅜㅠ진짜기대합니다♡,행복
31464,은지원 이재진 조합 완전 기대되네요ㅠㅠ,행복
31465,귀엽고 잘생김 매력있음,행복
31466,돈 오지게벌었겠네ㅋㅋ,행복
31467,막판 5분이 존나 재밌다ㅋㅋ,행복
31468,오늘 빈지노보러갔다가 갓영미에게 걸크러쉬당하고 옴,행복
31469,꼴 좋다 ㅋㅋㅋㅋ 언론 선동 ㅋㅋㅋㅋㅋ,행복
31470,이동욱 너무 섹시함 진짜♡,행복
31471,잘되도 웃기고 잘 안되도 웃기겠다 ㅋㅋ,행복
31472,안투라지 조진웅 귀여움 ㅋㅋ,행복
31473,축하드립니다~ 인정할건 합시다,행복
31474,연기도 잘하고 늘 발전하려는 모습이 보여서 참 좋은 배우인 것 같음,행복
31475,기사 제목만 보고 터졌다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
31476,대전은 날씨엄청좋음.,행복
31477,올겨울은 춥지 않겠구만~,행복
31478,닥터 한석규 멋쪄부러~~~,행복
31479,아는행님 보고말꼬양~,행복
31480,이제 올스타출신들이 오네 대단하다 진짜ㅎ,행복
31481,자전거 존나잼써ㅋㅋ,행복
31482,잘됐다! 양세형 짱재밌다ㅋㅋㅋ,행복
31483,거지들은 놀러가도 날씨가 않도와주는구나 ㅋㅋ,행복
31484,꾸준히준비했다니 메이져가서 이악물고 열심히해서 좋은활약 하길 바란다 . 화이팅 !,행복
31485,올해는 우리 병헌리 영화보면서 마무리해야겠군,행복
31486,키스장인ㅋㅋ 인정이요,행복
31487,연예인 탑 쓰리안에든다 진심이쁘네,행복
31488,소세지 샌드위치 진짜 간단하고 맛있어요,행복
31489,강성노조보면 딱히 우리나라랑은 다른 이야기같은데,행복
31490,ㅋㅋㅋ 전세계 웃음거리 한국 대통령,행복
31491,또오해영 보고싶다ㅋㅋ,행복
31492,그냥 연기를 잘하는거지 그 조인성이랑 했던 드라마에서 연기 좋던데,행복
31493,사랑스런 아가의순산축하드리고 아가와함께행복하세요~~,행복
31494,개귀욤 ㅎㅎㅎ,행복
31495,백다방 커피 제일맛있습니다,행복
31496,윤시윤 보면 볼수록 좋다.,행복
31497,저가요금 사용자로셔 반가운소식이네요,행복
31498,횃불 만들어준 김진탴ㅋㅋㅋㅋ,행복
31499,고래 다이아몬드 수저 전용 ㅊㅊㅊ,행복
31500,ㄱㄱㅑ~~~~ 오늘 도깨비 100분 인가봐요!!!,행복
31501,우버땜에 첨으로 벤츠타봄 ㅋㅋㅋ,행복
31502,해체 나이스,행복
31503,고충의 수였지만 서로 윈윈이네. ..!,행복
31504,예쁘고 연기도 잘하고 자기 생각이 뚜렷해서 너무 좋아하는 배우ㅠㅠㅠ 작품 많이 해주세요!!,행복
31505,점점 사건이 풀려나가서 쫄깃쫄깃 재미있네요너무 멋지고 이쁜 준청커플,행복
31506,박정희대통령 만세,행복
31507,축하드립니다.^^^^^^,행복
31508,욱하는 성격인가보네 ㅎㅎㅎ저질러놓고 후회하는,행복
31509,야 기분조타~~~~,행복
31510,월화수목공유일,행복
31511,아 웃겨ㅋㅋㅋ 또 바꼈어,행복
31512,선생님들 귀여워 ㅋㅋㅋㅋㅋ,행복
31513,집단우울증에 빠져있던 대한민국을 살리는뉴스,행복
31514,아 내가 평균 이상이다!!!!,행복
31515,오랜만이네ㅋㅋㅋㅋㅋ,행복
31516,월화는 구르미 수목은 루이~~♥,행복
31517,눈온다~~~~~~~,행복
31518,첨단 기술은 언제나 환영이야!,행복
31519,격하게 환영합니다!!!!!,행복
31520,버는거만큼 쓰는거두 중요한데돈을 갚어치 있게 잘쓰내흥하길~~~,행복
31521,고양이 너무 귀여워요~??,행복
31522,반갑습니다sk감독님,행복
31523,삼시세끼 짱!!!!,행복
31524,블랙홀은 내 월급통장만으로도 충분하다,행복
31525,기자 내스타일 ㅋㅋㅋㅋ,행복
31526,예능프로에서 잴 잼나다갱규 호동 너무웃겨드라마보다 낫더라,행복
31527,"박해진 화이팅!!! 사랑합니다..,!!",행복
31528,祝 結婚....幸福하시길...,행복
31529,유해진씨 짱!입니다,행복
31530,축하드려요 ㅎㅎ,행복
31531,야 보검아 벌써재밌다 ㅋㅋㅋㅋㅋㅋ,행복
31532,당근 김유정.진영이 딱~~!,행복
31533,음주운전이랑 정씨면 다 나왔지 ㅋㅋㅋ,행복
31534,아예아예 달려달려 아예,행복
31535,펜싱 박상영선수 화이팅!!,행복
31536,미국이 경제보복해버리면 ㅋㅋ 안그래도 못사는 나라 죽는당 ㅎㅎ,행복
31537,우리형 환한 미소봐라 세상을 다가진 기분이다 지금 형이 기분이 매우좋다 클럽아메리카 조심해라,행복
31538,요번 기아 스팅어에도 특별히 호갱님들을 위해 말많은 세타2 엔진도 넣었습니다 많이 사랑해주세요!,행복
31539,한 팀은 깔고 시작하네,행복
31540,아 레알로 샤이니 키인줄알고 애들이랑 울뻔했네 ㅋㅋㅋㅋㅋㅋ,행복
31541,라스 간만에 레전드각 나옴 ㅋㅋㅋㅋㅋ,행복
31542,맥주 대기중 ㅋㅋㅋㅋㅋ,행복
31543,축하드립니다~~!!!,행복
31544,남녀평등이 여기서 나오는구나~~~~,행복
31545,권혁 술한잔하것네 ㅋ,행복
31546,붕딱들 문재인이 무섭긴 한가보네,행복
31547,에어컨 너무 시원해요! 겨울.,행복
31548,이번경기는 손흥민때문에 이겻다,행복
31549,이아바 할 때 보니 코믹연기 엄청 잘하던데~ 완전 웃겼음ㅎㅎ,행복
31550,정준하 응원합니다 !,행복
31551,오!...간만에 훈훈한 기사네요..,행복
31552,크으 지렸다리 지렸다,행복
31553,이동국 상위호환이지ㅋㅋㅋ,행복
31554,"포켓몬, 디지몬... 어릴적 최고의 만화",행복
31555,줄 사람도 없어 따지 않아 까치밥 감들이 힘겨워 보일 때 곡식 좀 꺼내 눈 위에 뿌려둔다,행복
31556,닭대갈 정부.. ㅋㅋㅋ 그렇게 국민들이 경고 했건만 안듣더라니..,행복
31557,노인네들이나 시청앞 광장에서 해라...볼만하겠다..ㅋㅋ,행복
31558,그래도소비자를배신하지않아감사합니다,행복
31559,부천에펠탑 ㅋㅋㅋㅋ네이버 메인 능욕 ㅋㅋㅋ,행복
31560,아니 한국 기레기들에 의하면 수렁에 빠졌다던 애플이 ㅋㅋㅋㅋ,행복
31561,이것도 은근 재미있겠다 ㅎㅎ,행복
31562,오늘 너무재밌었다 ㅠㅜㅜㅜㅜ!♡♡!!,행복
31563,이글스보다는 났네...,행복
31564,부인의 센스가 보이네요^^,행복
31565,ㅋㅋ 난 회사돈으로ㅋㅋ,행복
31566, 이렇게 입법해서 법을 고쳐놓으면 간단하다!,행복
31567,뭐야 믈브에서 흔하게 보던 선수가 한화를 가네;;,행복
31568,돈 리치면 부자겠네 ㅋㅋㅋ,행복
31569, 평생 살면서 저런 호화로운 생활 언제 해보나...,행복
31570,넥센이 드디어 2위 탈환에 시동을 거는구나!!!,행복
31571, 저도 방금 서명했어요,행복
31572,삼성 용병 관리팀의 승리네요 굿!,행복
31573,이런게 국위선양이지 멋지다,행복
31574, 물건 잘 만들었으면 광고를 통해 제대로 알리고 소비자 반응 기다리면 될 것.,행복
31575,애가 없어서 다행이다,행복
31576,막영애 시즌1부터 애청자입니다.,행복
31577,남녀주인공 일단 비쥬얼은 최고.,행복
31578, 해견구조자 45명.,행복
31579,만찢남 눈빛을 연기하려면 이준기오빠가 딱인듯.,행복
31580,15승 가자!,행복
31581,노래해줘서 고마워♡,행복
31582,여행경비보태주고 휴일만들어라.,행복
31583,오예 우승이다..........,행복
31584,캐리녀 재밌어용!!,행복
31585, 그냥 여러종이있다고 생각하는것이 답이다,행복
31586,그러나 앞을 잘 보는게 무엇보다 중요함,행복
31587,아이구 착해라~~~,행복
31588, 그것이 촛불의 힘이다.,행복
31589,아직 살아계셨구나,행복
31590,아스날 존!나!웃기네 ㅋㅋㅋㅋㅋㅋ,행복
31591,살쪄보이는 분장을 해도 정말 이쁘기만 하네요,행복
31592,사스가 아이폰이지^^,행복
31593,빨리 내일되서 본방보고싶다ㅋㅋㅋㅋㄱ,행복
31594,우리 밴느 최고시다,행복
31595,추신수 그렇게 안쓰더니만 꼴좋네ㅋㅋㅋㅋ,행복
31596,작년에 제주도갔다 ㅋㅋㅋ,행복
31597,집에서 보내는게 최고.,행복
31598,매점아저씨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,행복
31599,"공유가 너무 멋있게 나와!!!!""ㅋㅋㅋㅋ",행복
31600,아는형님보고 그알이나 마리텔 보면 되겠네 ㅋㅋㅋㅋ,행복
31601,"증강,가상현실세계의 대한 관심이 커져가는 가운데 국가에서도 추자를 해준다는 것은 좋은 생각같다.",행복
31602,응팔나온 배우들 다무명에서 순식간에 스타덤에 오른거 사실인데 라미란은 최고.,행복
31603, 밝고 명랑한 소녀던데,행복
31604, 그래도 대한민국 살만하다.,행복
31605,역시 대인배 우리형 더제너럴킹갓날두,행복
31606,남지현은 얼굴부터 몸매 전체가 다 이쁨.,행복
31607,까서 미안하다 태균아 타격만큼은 니가 최고구나 인정하마!!,행복
31608,어마어마한 필살기 획득 특검이 해냈다,행복
31609,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 삼성 진짜 이번에 똥 밟았네 ㅋㅋㅋ,행복
31610,청와대 관계자는 이렇게 생각할줄 아는 사람을 특채해서 쓰면 좋을텐데,행복
31611, 영화관에서 자주볼수있게되어서 기쁘네요.,행복
31612,얘가이러면 아이유 솔빈이런애들은 진짜 강철멘탈이네 ㅋㅋㅋㅋㅋㅋ,행복
31613,특검팀..힘내세요.,행복
31614,얼굴도 예쁘고 마음도 예쁘고..,행복
31615,힘내세요..서로 모르고 오행산 쌓이느니 이런 속시원한 해명글 좋네요,행복
31616,아이유 드라마서 정말 귀엽고 연기도 제법 잘 하던데요.,행복
31617,완전 축하요,행복
31618,내년이 더 기대되는 오승환이다.,행복
31619,안녕하세용~~~~,행복
31620,6.25때 안살아봐서 모르겠지만 전쟁때 폐허가 된 우리나라를 도와줬다는데에 대해서 깊게 감사드립니다!,행복
31621,택배직원들은 파업해도 지지합니다...,행복
31622, 하워드가 부활하면 클블도 우승에 긴장해야 할 듯 하다. ㅋㅋ,행복
31623,삼시세끼 고창편 한가족 좋아해요,행복
31624, 우리이쁘니 항상 응원합니다,행복
31625, 개인적으로 노력하는게 눈에 보여서 응원하는 입장이었는데 발전하는거 보니까 괜히 내가 다 기분 좋다 ㅋㅋㅋ,행복
31626,캐릭터랑 잘맞는듯ㅋㅋㅋㅋ,행복
31627, 오늘밤은 잠 잘올꺼 같아요♡♡♡,행복
31628,형님 축하드립니다!!,행복
31629,갤럭시노트7 폭발로 3만원 씩 지원나오는거 생명수당이라면서요? ㅋㅋㅋㅋㅋ,행복
31630,조윤희 머리스타일 바꾸니까 넘 예뻐,행복
31631, 최희준앵커 초고입니다,행복
31632,경찰분도 많이 안다치셔서 다행이시고...,행복
31633, 인경호가 그렇게 예쁜곳인지^^,행복
31634,쉭? ㅋㅋㅋㅋ 먼소린데 터지진 않네ㅋㅋ,행복
31635,난 친중파라 환영 ㅎㅎ,행복
31636, 대한민국의 희망을 보았습니다~~,행복
31637,예전에는 놀릴때 그래도 창조경젴ㅋㅋㅋ,행복
31638,축하드려요~,행복
31639,기성용 손흥민 지동원 세계3대리그 클라스 ㄷㄷ,행복
31640,은지원이 말하는 좀비게임 대체 뭐길래 ㅋㅋㅋㅋㅋ핵궁금,행복
31641,특검 국민이 응원합니다 힘내세요!,행복
31642,연기대상노려보자구그달~~♡,행복
31643,그런데 인기가 많어 ㅋㅋ,행복
31644, 우리나라처럼 소매치기 없는 나라도 드물다.,행복
31645,황교안 대행님 ㅋㅋ,행복
31646,와 듣던중반가순 소식이네~~,행복
31647,대본과 연출 좀 허접하지만 그래도 7프로대 드라마는 절대 아니다.,행복
31648,괜히 믿듣탱 하는게 아니죠ㅋㅋㅋㅋ,행복
31649, 역쉬 돈쓰는데는 아낌없는 한화~ㅋㅋㅋㅋ,행복
31650, 한국남자들이 가슴큰 여자 좋아해서 이 사단 난거래ㅋㅋㅋㅋㅋ,행복
31651,보부님 환영합니다,행복
31652, 삼시세끼 파이팅!! ^*^,행복
31653,아..정말 축하해요.,행복
31654,기자들이 이제 제목소리를내는군?,행복
31655,롯데한테 6번 더 졌다고해도 2등이네ㅋㅋㅋ,행복
31656,예은씨랑 정진운씨는 완전 잘어울림!!!ㅎ 부럽습니다!!,행복
31657,기존 멤버들이 워낙 합이 좋고 예능 베테랑들이라.,행복
31658,드디어 영화 제5원소같은 교통시대가 열리겠구만 ㅋㅋ,행복
31659, 이기야 >_< 공중제비 돌으노 이기 !!! ㅎ,행복
31660, 내년에도 응원하겠습니다,행복
31661, 옳은 것을 용기 있게 선택 할 수 있는 사람이 사랑과 존경을 받는 것이다~,행복
31662,저도 일찍자는타입이라 밤11시에 보기가 어려웠는데 잘됐네요 ㅎㅎ,행복
31663,클로이 귀여웠는디,행복
31664, 개꿀잼이었음 담주 기대됨,행복
31665,야호!!!,행복
31666,저번에 가보고 괜찮아서 또 하게되면 가야지 목빠지게기다렸는데 드디어 시작하네요 ^^,행복
31667,컴키고는뭐 와따가따 뉴스어쩌고하고 밖에나가서 쨴줄알고잡으러갔다가 또아니고 ㅋㅋ,행복
31668,난군인이 좋음,행복
31669, 친구가..ㅋㅋㅋㅋㅋ,행복
31670,그래서인지 친구가 계산하면서 허둥대고 뭔가 떨려보여서ㅋㅋ,행복
31671,"잘생긴게 아니라 느끼는데,인기많고 잘생겼다는 말 많이 들은 남자인데요.",행복
31672,웹디자인알바 일거리 구하기 어려우신 분들은재능마켓 활용해보세여 ^^,행복
31673,손님이 담배 하나사가시고 마넌짜리 내시길래 7500언드리면 되는데갑자기 만언이 바닥에 있길래 아 안넣었나하고 다시 넣엇고7500언드리고 가셧는데 시제점검할때 2만언 넣은사실을 알게되어서만언 꿀꺽햇음,행복
